Resume,Category
"Professional Summary:
Results-driven Data Scientist with 11 years of experience in
SQL, A/B Testing, Feature Engineering, Statistics. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
SQL, A/B Testing, Feature Engineering, Statistics, Scikit-learn, Python, PyTorch, Data Visualization, Team Leadership, Problem Solving

Experience:
Data Scientist at Innovate Systems
- Improved recommendation systems using Pandas, by 35%.
- Engineered dashboards using Python, by 20%.
- Streamlined predictive models using PyTorch, by 20%.
- Automated machine learning models using Machine Learning, by 35%.

Education:
B.E in Information Technology, Anna University

Certifications:
Microsoft Certified: Azure Fundamentals",Data Scientist
"Professional Summary:
Results-driven Java Developer with 1 years of experience in
JPA, Kafka, Maven, Java. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
JPA, Kafka, Maven, Java, JUnit, MySQL, SQL, Spring Boot, Agile, Scrum

Experience:
Java Developer at CloudNine Technologies
- Built database integrations using Microservices, across 5 production environments.
- Designed backend systems using Kafka, by 35%.
- Created backend systems using SQL, reducing latency by 25%.
- Implemented REST APIs using Design Patterns, across 5 production environments.

Education:
B.E in Information Technology, Delhi Technological University

Certifications:
Oracle Certified Java Programmer",Java Developer
"Professional Summary:
Results-driven DevOps Engineer with 8 years of experience in
AWS, Azure DevOps, Infrastructure as Code, Ansible. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
AWS, Azure DevOps, Infrastructure as Code, Ansible, Git, Jenkins, CI/CD, Grafana, Problem Solving, Time Management

Experience:
DevOps Engineer at Skyline Digital
- Created deployment automation using Azure DevOps, for over 10,000 users.
- Managed container orchestration using Monitoring, resulting in 15% cost savings.
- Delivered container orchestration using Azure DevOps, reducing latency by 25%.
- Optimized release pipelines using Jenkins, resulting in 15% cost savings.

Education:
MCA, VIT University

Certifications:
TensorFlow Developer Certificate",DevOps Engineer
"Professional Summary:
Results-driven AI Engineer with 2 years of experience in
Computer Vision, Transformers, PyTorch, Flask. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Computer Vision, Transformers, PyTorch, Flask, OpenCV, CUDA, Hugging Face, Model Deployment, Team Leadership, Scrum

Experience:
AI Engineer at ByteForge Inc
- Implemented AI inference services using Kubernetes, resulting in 15% cost savings.
- Implemented NLP pipelines using TensorFlow, for over 10,000 users.
- Built computer vision systems using NLP, resulting in 15% cost savings.
- Automated model training pipelines using Computer Vision, reducing latency by 25%.

Education:
B.Tech in Computer Science, Indian Institute of Technology

Certifications:
Oracle Certified Java Programmer",AI Engineer
"Professional Summary:
Results-driven Web Developer with 1 years of experience in
Git, CSS, Redux, Express.js. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Git, CSS, Redux, Express.js, Tailwind CSS, React, Bootstrap, MongoDB, Communication, Team Leadership

Experience:
Web Developer at Vertex Solutions
- Led e-commerce platforms using CSS, across 5 production environments.
- Developed landing pages using REST APIs, across 5 production environments.

Education:
B.E in Information Technology, Indian Institute of Technology

Certifications:
AWS Certified Solutions Architect",Web Developer
"Professional Summary:
Results-driven Cloud Engineer with 7 years of experience in
Google Cloud Platform, Networking, CloudFormation, Lambda. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Google Cloud Platform, Networking, CloudFormation, Lambda, Python, Security, Azure, AWS, Scrum, Problem Solving

Experience:
Cloud Engineer at NexGen Software
- Architected cloud infrastructure using Python, by 20%.
- Managed serverless architectures using Google Cloud Platform, improving performance by 40%.
- Streamlined cloud infrastructure using Linux, resulting in 15% cost savings.
- Optimized serverless architectures using DevOps, by 20%.

Education:
M.Tech in Computer Science, Delhi Technological University

Certifications:
Microsoft Certified: Azure Fundamentals",Cloud Engineer
"Professional Summary:
Results-driven DevOps Engineer with 9 years of experience in
GitLab CI, Git, Infrastructure as Code, Bash Scripting. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
GitLab CI, Git, Infrastructure as Code, Bash Scripting, Prometheus, AWS, Azure DevOps, Terraform, Problem Solving, Agile

Experience:
DevOps Engineer at TechCorp Solutions
- Streamlined release pipelines using Terraform, for over 10,000 users.
- Architected infrastructure as code using Grafana, for over 10,000 users.
- Streamlined infrastructure as code using Azure DevOps, across 5 production environments.
- Implemented container orchestration using Grafana, reducing latency by 25%.

Education:
MCA, National Institute of Technology

Certifications:
Google Data Analytics Certificate",DevOps Engineer
"Professional Summary:
Results-driven Software Engineer with 4 years of experience in
Design Patterns, C++, Algorithms, SQL. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Design Patterns, C++, Algorithms, SQL, Data Structures, System Design, Agile, Object Oriented Programming, Agile, Communication

Experience:
Software Engineer at Skyline Digital
- Implemented APIs using Microservices, reducing latency by 25%.
- Improved internal tools using Python, by 35%.
- Designed APIs using System Design, by 20%.
- Optimized APIs using CI/CD, by 35%.

Education:
M.Sc in Data Science, State Technical University

Certifications:
PMP Certification",Software Engineer
"Professional Summary:
Results-driven Software Engineer with 5 years of experience in
CI/CD, Data Structures, Object Oriented Programming, Java. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
CI/CD, Data Structures, Object Oriented Programming, Java, Microservices, SQL, Algorithms, Git, Team Leadership, Communication

Experience:
Software Engineer at NexGen Software
- Led APIs using Object Oriented Programming, resulting in 15% cost savings.
- Developed software modules using Object Oriented Programming, for over 10,000 users.
- Engineered automated tests using Data Structures, by 20%.
- Led internal tools using System Design, by 20%.

Education:
B.Tech in Electronics and Communication, VIT University

Certifications:
Oracle Certified Java Programmer",Software Engineer
"Professional Summary:
Results-driven Cloud Engineer with 10 years of experience in
Networking, Lambda, Python, AWS. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Networking, Lambda, Python, AWS, Docker, Google Cloud Platform, Azure, S3, Project Management, Time Management

Experience:
Cloud Engineer at CloudNine Technologies
- Optimized multi-region deployments using S3, resulting in 15% cost savings.
- Developed cloud migrations using Security, reducing latency by 25%.
- Deployed serverless architectures using Terraform, by 20%.
- Optimized cloud infrastructure using EC2, improving performance by 40%.

Education:
B.Sc in Computer Science, State Technical University

Certifications:
AWS Certified Solutions Architect",Cloud Engineer
"Professional Summary:
Results-driven Java Developer with 5 years of experience in
Git, JUnit, Kafka, Hibernate. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Git, JUnit, Kafka, Hibernate, Microservices, Multithreading, SQL, JPA, Time Management, Project Management

Experience:
Java Developer at ByteForge Inc
- Implemented batch jobs using Docker, improving performance by 40%.
- Improved database integrations using SQL, resulting in 15% cost savings.
- Architected Spring Boot microservices using Design Patterns, resulting in 15% cost savings.

Education:
M.Tech in Computer Science, Pune University

Certifications:
Microsoft Certified: Azure Fundamentals",Java Developer
"Professional Summary:
Results-driven DevOps Engineer with 0 years of experience in
Docker, Grafana, Prometheus, CI/CD. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Docker, Grafana, Prometheus, CI/CD, Jenkins, Monitoring, Kubernetes, GitLab CI, Team Leadership, Problem Solving

Experience:
DevOps Engineer at Pinnacle IT Services
- Delivered infrastructure as code using Infrastructure as Code, resulting in 15% cost savings.
- Architected deployment automation using Prometheus, reducing latency by 25%.
- Designed infrastructure as code using Docker, by 20%.

Education:
B.E in Information Technology, Delhi Technological University

Certifications:
Google Data Analytics Certificate",DevOps Engineer
"Professional Summary:
Results-driven Cloud Engineer with 12 years of experience in
Security, S3, AWS, DevOps. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Security, S3, AWS, DevOps, Azure, Linux, Lambda, Terraform, Communication, Problem Solving

Experience:
Cloud Engineer at Innovate Systems
- Designed cloud infrastructure using S3, by 35%.
- Architected auto-scaling systems using DevOps, by 35%.
- Improved cloud infrastructure using AWS, improving performance by 40%.

Education:
B.E in Information Technology, VIT University

Certifications:
Google Data Analytics Certificate",Cloud Engineer
